Text,Emotion
feeling overwhelmed daily responsibility expectation family job demand time physical tiredness feeling burden overtake financial hardship,surprise
im used still make feel empty,sadness
im feeling strangely indecisive also dont really believe,fear
often time feel lost friend seem leave u move away,sadness
want write make feel frantic induced nightlife speed,fear
love long summer evening shoot clock feel pressured short daylight hour winter provides,fear
admit thought go head feel doubtful time coz im scared,fear
feel drained yet excited new journey,sadness
feeling eager leap stash fabric make something,joy
need feel like im accepted matter im loved,love
feel absolutely safe,joy
feel honoured luckily get post card,joy
feel terrible snapped,sadness
went lecture cancelled,anger
feel spitting somebody vicious kind disrespect said,anger
truly feel irate,anger
began feel curious tried percieve beneath pride,surprise
ive feeling satisfied performance car,joy
overwhelmed feeling impressed think kid theyre year younger call kid right,surprise
drank cup coffee feel nervous weird,fear
got really crunk situation feel like write calm lol,joy
focus injustice anger rise feel frustrated know cannot change thing,anger
feel awful working summer im finally going able get real rest put foot,sadness
feel take mg seroquel either restless leg syndrome keep awake night,fear
im feeling hopeful seems like good time switch doctor,joy
really cant count number time cried feeling overwhelmed someone expression concern fact thinking,fear
feeling month going damn cool thing store,joy
feel blessed privileged known loved know always child,love
like feeling devastated,sadness
struggled come interesting title blogpost lipbalms feel people would consider boring subje,sadness
feeling homesick good reminder blessed really,sadness
realise im sounding surprisingly like every person site wish liked mud wrestling something bit outrageous feel rather dull dare say average,sadness
feeling amazed imagining would feel get,surprise
feel ungrateful complaining also feel cheated sitting quietly,sadness
ask folk park feel smart park inch separating car one front behind,joy
present two photo side side one photo remember feeling cute day,joy
feeling could answer stupid question,sadness
feel ive answered question shes pretty trusting part,joy
ive vocal feel think convinced let anyone walk let opinion matter,joy
ive heard feeling many time discussed uncertain future many people conversation blending together,fear
plodded taking far long feeling rather virtuous,joy
feel like really gentle hand recording process,love
come back programme three girl staying another girl placce one started passing nasty outright bitchy remark brought male colleague compliment,anger
feel poisoned tortured room,fear
feel like im finally position decide whether indulge joyful jubilation claim free chocolate bar,joy
suck lot keeping house clean yet feel twitchy messy,sadness
sure organisation best intention though disagree whole heartedly get feeling demostrators slightly hostile student,anger
know feel heart aching sadness loss good kind people connected loss href http,sadness
feel like mention wasnt fond damn shapeshifter first place,love
feeling smell going pleasant,joy
feel like ought working casual activism construes something potentially stressful wont update tomorrow,joy
sure buy hubby feeling pretty impressed,surprise
must feeling little cranky,anger
get lucky often thing work benefit time feel accept unfortunate,sadness
really feel im least talented person stage somehow god us talent glory,joy
feel resolved soon enough damaging effect hard work girlfriend put relationship,joy
feel rich indeed,joy
feel heartbroken mostly daughter adjust new daycare center,sadness
guess good news feel calm think needed get chest,joy
im busy bask fabulous overwhelming feeling really nothing live life cat would caring sleeping eating,love
feel bitchy talking way ahaha sound less retarded telling story person swear said boy would fall love,anger
feel thing learn course useful right,joy
remember feeling calmed ease even though minute good light felt confidence determination get best possible shot made difference world,joy
never feel fucked week used feel great acctually thinking wonderfull time weekend img src http israel,anger
feel hateful given friendship woman couple others reason admit defeat let husband make feel insecure feel need avoid cut life security challenged,anger
feel dull easily difference rule absolutely several turn quick easy casserole fantastic relating group meal local hall pitch in picnic address luncheon etc,sadness
want feel slutty,love
feel sorry seeing parent,sadness
wishful gaining feeling responsibility planning event well commitment,joy
enjoyed feeling belonging sense recognised somehow valuable,joy
honestly say every good thing life right crashing feel stubborn ask help,anger
im tired feel fabulous freaking proud moment continuing push train get far comfort zone,joy
actually feel hopeful today,joy
thought exhausted emotion held frustration confusion still much give much feel look blank white piece paper want fill colour motion still seems blank,sadness
feel like job worth caring shifty,love
feel touch sweet hand,love
understand extremely positive attribute overshadowed weakness subconsciously people wired feel superior others thereby treat differently,joy
feel heartless heart hurt still feel feel much pain,anger
especially interested hearing thought perspective read men woman feel respected lived,joy
feel like ive held back lot summer soccer mom trusting,joy
remember feeling surprised option listen,surprise
feel rejected must measure,sadness
feel like house constantly dirty truly hate cleaning especially tired,sadness
leave nursing home week feeling joyful ready come back,joy
feel agitated sort lost,anger
still contraction feeling slightly defeated,sadness
know feel personally offended many level,anger
highly doubt would see young jean scott considering would limited reason actor future movie since announce moving aoa next feature feel like missed opportunity,sadness
im going go anti dance flow feel eager since ill mat anyhow might even circuit grow spine,joy
feel love yesterday brought tear eye hear say today realize special surrounded love,joy
serious question feel ok support healthcare plan trample anothers belief,joy
cant explain truly feel word encapsulate ness currently ecstatic happy bouncy relieved energised mood dance wanting chocolate wanting socialise right smiley lose word express bah emo,joy
feel rejected someone part rejecting,sadness
feel socially anxious around lady,fear
watched firefly serenity lately id given mixed feeling seems quite popular,joy
feeling sentimental going miss college thrilled new upcoming adventure,sadness
chinese mum chinese sister spent two important year life china someone know conversation like one feel pretty hopeless power education,sadness
try put light going feel fester grow bitter dark,anger
feel mom despised much done,anger
feel help create rich texture touch mystery outfit,joy
im feeling strong healthy motivated overall positive everything,joy
feel unimportant today,sadness
feel agitated part think finally managed keep emotion check,fear
know feeling pretty punished right,sadness
feel completely empty detached depressed,sadness
havent able squeeze run two week feeling really cranky lethargic,anger
think told dad feel skeptical u,fear
feel someone wronged feel wronged get riled action find offensive unsheathe sword good lord better look,anger
woke emotionally drained anxious immediately defense rise feel irritated story life,anger
achieved specific athletic goal feel pretty fine form,joy
think men maybe feel expect get rejected time men might act like call shot woman definetly,sadness
cannot thank enough always finding way make feel better,joy
feeling delighted bigger definition magic,joy
im feeling overwhelmed,surprise
thought later feeling anxious worried,fear
get little twitchy feel like someone depending flawless job done end,joy
feel one trail without totally punished,sadness
friend made yuuki feel special,joy
feel like assaulted titanium hedgehog,fear
feel dazed alone end,surprise
hate feeling despised detested someone truly care completely love,anger
remember someone could feel comfortable around,joy
feel discouraged,sadness
thought feel scared somewhat trepidatious nervous sad,fear
im feeling shy im feeling mad im feeling sad,fear
feeling insulted idiocy felt supremely bored actually wound fastforwarding scene,anger
feel blessed free,love
feel determined ever,joy
must ask column make feel hateful keep logging,anger
empowering woman truly feel intelligent sex enough,joy
dislike feeling needy,sadness
im thinking back feeling utterly amazed grateful live time four people needed family could find despite thousand mile apart,surprise
feel unhappy even,sadness
feel like rushed weekend,anger
feel like punished year weaning drama,sadness
feel impressed ia,surprise
know feel like love starting get scared actually love,fear
need money cause owe sooooo many people money cant pay back without feeling guilty taking money dad,sadness
simply feel like learning unimportant stuff,sadness
feel like alone,sadness
help feeling jealous,anger
im feeling bit gloomy today weather ive got money get tube go anywhere pretty like columbia road,sadness
im also feeling gorgeous nail day coming concoction three ive soaked pale bod fake browness watch coming soon,joy
could feel tremor coming started get real shaky,fear
resent people shaming telling feel productive alternative give fact let think,joy
feeling pretty triumphant held little conversation cashier realize deaf,joy
im feeling rotten talking,sadness
mention one feel fake,sadness
could feel love joy pride looked two sweet little face,love
feel bit annoyed antsy good way,anger
try buy fabric would use project feel really fab,joy
go friend feel inadequate,sadness
im hurting feel like friend longer supporting im struggling,love
know feel useless nasty feeling,sadness
dont sleep still waking help get sleep quicker feel like going deeper relaxed sleep,joy
always feel quite smart wearing,joy
feel sure new necklace come afternoon beach combing,joy
feel feel reluctant,fear
im feeling naughty like add little bourbon,love
feel relaxed comfortable,joy
still feel fine tell getting weaker,joy
feel confused cant stop digging bit,fear
im postponing feeling virtuous labor,joy
ate feeling hateful towards number,anger
sure anyone understand feel toward almost feel like one troubled teen often maury,sadness
believe sincere part seen time logan probably feel much devoted,love
afraid feeling helpless,sadness
didnt think angry im typing away feeling word evaporate cyberspace pissed happening,anger
go presence praying wisdom patience feel instantly furious,anger
im feeling generous ahahahaha im morbidly funny,joy
wish feel tender bite,love
feel jaded stpm sigh,sadness
often find hostile environment leaf feel damaged blossom die vine,sadness
murakami first feel capture make beloved fan,joy
feel homesick nostalgia canaglia,sadness
want something personalized appreciate least feel real sincere giving,joy
enjoy aspect life hard time feel completely overwhelmed,surprise
feel like child got one lick delicious lollypop ever,joy
hausa feel offended especially crazy motorcyclist getting ground like nothing happened bear resemblance anyone north,anger
feel like running circle terrified,fear
wasnt feeling irritated,anger
feel like thing call artistic tendency really laziness narcissism justifying strengthening,joy
guess im sad feel alone,sadness
im huge fan london grammar disclosure eye perfect collaboration definitely help make feel creative,joy
feel person broke stole gift represents nice memory turning something nice,sadness
feel like warner brother fucked final edit even better film arriving director cut format blu ray,anger
im feeling bit scared consider putting posting work website frequented professional artist decided suck big girl ask feedback,fear
understand mother feel bad cant help way want im still trying help,sadness
wasnt supposed n let happen could feel hurt move supposed,sadness
suddenly feel desire press face window silently scream like doomed urbanite one myriad disaster movie always take place new york,sadness
feel really disgusted pain agony,anger
hope one day feel strong optimist right life,joy
feeling vulnerable worrying publishing world like story like next one write,fear
also always afraid cold pool realized actually feel cold lap,anger
consider social political duty defend porn world unravels around company sex industry worker feel doomed inevitable fate porn personnel,sadness
want give feel distracted need remind working towards,anger
ate great whats even better feel terrific,joy
feeling particularly disheartened unmotivated today,sadness
started feel uncomfortable buzzy short breath mildly panicky,fear
feel unprotected though,fear
feel lot confident path ive chosen,joy
know feel mil hated since day,sadness
feel blessed year daughter family u sister california coming year,love
sat silent open mouthed rattled reason loved special time shared confirmed feeling amazed reason time together made realize much loved,surprise
get little gripped timing feel frantic thought,fear
still feel innocent small,joy
took several deep breath feeling cold air burn way lung exhaling little cloud vapor,anger
feel like continue bridge lesson since continuity going vital learn game,joy
feel delighted share,joy
feel like gone bit dull agree beauty real friend tell stupid,sadness
feel glamorous little lacy bottom tiny g string underneath,joy
ive talked telling sometimes feel shes sincere,joy
returned home feeling invigorated wanting,joy
know upset feel melancholy eating away inside leaving tear eye ache heart,sadness
simply dont want make mad want able share thing feel like emotionally far apart make mad make unable go,anger
planning make cooky evening feeling good tomorrow,joy
incredibly youthful employment angry stay feeling offended simply wasnt professional decided,anger
also feel welcomed lush job,joy
feel irritable unfulfilled dont paint several day,anger
still feeling passionate progressive motivated longer trying everything anything never done,love
feel giving christ want devoted,love
feel like babysitter year old act like naughty year old,love
feel sort dazed cross eyed,surprise
would left exam feeling humiliated reevaluating everything know,sadness
im wanting look make people feel ok ask question,joy
feel honored part year,joy
picked moved czech republic chris sent care package food music remind home feeling homesick,sadness
feel really popular underground get thank god looking toby tunji,joy
feel strange bonding bed wardrode using little decade,fear
feel ecstatic relived bottom heart truely grateful,joy
excercising running still feel tender even almost like throbbing,love
feel confident today front nine,joy
internet cafe kid feel neglectful blog chaotic,sadness
quit screw everyone frame shop wouldnt feel bad besides british,sadness
feel like important keep taking critical look idea like make sure stay grounded reality,joy
never feel hesitant timid,fear
feel elegant marvelous irresistible frock endure discomfort,joy
didnt know anyone feel helpless confused angry tired,sadness
lost kg feeling fab,joy
transferred operating bed began feel little apprehensive,fear
feel anything contribute conversation book writing boring shallow bunk,sadness
hope deeply affend anyone maybe know feel year faithful catholic told going hell anyways privacy home,joy
feel badly know suffering complain cold nonsense gladly give anything could help fix problem,sadness
remember feeling falling miyavi shocked face,surprise
suddenly feeling energetic,joy
im fair xia way feel frightened work fault,fear
feel like ecstatic feel joy feel love particularly devotee come mood also eagerly moving moving moving said andri visitor abroad,joy
feel bad enough,sadness
leaned head back took deep breath awful feeling awful making sick,sadness
look like someone doesnt like care way thats different friend feel unimportant like one care,sadness
often feel real gloomy there always another large government program horizon freedom consistently contracted wallet pilfered benefit fat cat corporate banker public continues vote politician steal u every day,sadness
feel like feel guilty treating badly dont really want go back wont get league proper anyway due inability make every practice service hour despite good skater good attitude toward practice make,sadness
feel bit fearful might feeling stressed drinking much,fear
dont know feel mellow normal good,joy
hope make friend feel welcomed,joy
want accept inevitable become grumpy old men woman age want accept feeling irritated annoyed trivial little thing normal,anger
answered feeling rather skeptical,fear
wasnt feeling particularly bitter birthday fact fantastic day,anger
feel satisfied eat feel full longer dont feel like snacking later,joy
miss way made feel im point ive accepted betrayed never go back,joy
feel content without knowing rest story,joy
really feel irritated,anger
feel like im bitter old lady long life cant deal anymore,anger
feeling little disappointed little hair improved stickiness lingering,sadness
im feeling bit lonely without comment respond c,sadness
feel lame complaining minute get blurry vision take easy rest day,sadness
feel rushed get ready tomorrow,anger
feel strongly supporting hence running mile,love
remember feeling embarrassed someone recognized called name,sadness
sat dave atell first trying feel rude guy eating,anger
feel solemn duty share divine knowledge mine order others may benefit truth beauty render world tad closer thearchitecturality utopian perfectly set garage society strive,joy
still really feel like kind hated picture soooo glad took,anger
used feel guilty large portion time income devoted various craft hobby eventually realised stress busting cheaper therapy,sadness
admit past ive done lot time scoffing feeling superior christian,joy
love kim kardashion make tutorial always feel glamorous make,joy
feel glad justice served west said,joy
feel relieved finally move without single tear shed,joy
want say thing want say without feeling embarrassed making people upset,sadness
feel like im back element pleased surrounded adorable tiny garment,joy
already feeling exhausted matter survival point onwards,sadness
feel pain came school still aching,sadness
feel like tranny lot time title blake lively feel like tranny href http www,joy
great feeling fear trepidation child abused know statistic,sadness
im feeling invigorated ready whats ahead excited share information,joy
feel threatened idea caring care far often,fear
didnt feel anything special,joy
feeling little dissatisfied picture last couple month,anger
feel like perfect person trust dont want perfect,joy
feel humiliated want face world,sadness
didnt expect feel disheartened departure really really,sadness
adjust feel strange,surprise
remember feeling excited particular day considered grown woop,joy
feel entirely free express way feel surroundings life myriad experience continue make,joy
could prepare bunch dish made safety control home least feel safe ive prepared,joy
capable late ive feeling pretty bitter depressed lot gratitude general,anger
feeling strong ready,joy
really feel like wading dangerous water think dialog really important,anger
feel truthful usual day,joy
mean every time negative thought feeling reaction going consciously replace positive one,joy
im feeling festive tonight,joy
also feel helped become intelligent individual,joy
watch silently feeling dazed memory loss,surprise
feel regretful bad called,sadness
feel blessed mom,joy
feel really teaching student get lovely finished piece,love
get feeling shes amused,joy
feel listless deflated,sadness
secretary called fran landed dublin whim much surprise found permanent job chance feel homesick head back holyhead,sadness
sit author letter feel little surprised entire year already passed u,surprise
always plant big section lettuce leave open pesky bunny feel rebellious raiding garden,anger
nagging feeling fucked everything first try,anger
feel watching romantic movie,love
feel complacent experience program even sometimes find concept done big drag still room scrutiny,joy
feel still angry,anger
feel cold day,anger
look around people around feel almost slightly envious way motivating sitting studying hard,anger
help feel little hesitant towards lily,fear
ill feel less burdened confused sigh,sadness
would smiled except starting feel like uptight comment jaw would fall right head,fear
stopped feeling clever felt memory done,joy
ive frustrated dont walk around floating air seeing good every sidewalk pothole trip beating feeling unsure scared,fear
feel one everything meet even return body beloved father indeed beginning realize meaning unearthly love sought long,love
like feel working puzzle help improve fine motor skill teach follow set instruction order make something,joy
feeling manipulkated wronged son though lucy charlie brown,anger
feeling oh low,sadness
love liz earle moisturizer really leave skin feeling lovely think purchase lighter version next time,love
start feel benefit extremely boring,sadness
recall feeling time coolum whilst laying bed day funny calling speaking everyday,surprise
feel listless,sadness
havent felt much like talking nothing bad feeling sociable way,joy
im feeling outgoing mood put game face smooch,joy
feel empty dont something care,sadness
still feel like kid eager blow candle open gift good stuff,joy
love look black feel like would smart choice im kind drawn rich blue grayish blue,joy
feeling pretty crappy,sadness
feel like important vote local stuff,joy
randomly talking found feeling cd listened quite eager watch show,joy
ive feeling little bit anxious late far relation lack thereof ward investigator go im excited able ponder temple see come plan lord help,fear
feel virtuous second reflect spend something went swimming pool working towards personal fitness yes,joy
cant tell word much feel honored photo made gallery,joy
im sure feeling slightly wronged police sheriff tsa always bad thing,anger
feeling carefree wanted go fun,joy
think feel gratitude think kind gracious heavenly father,joy
actually feel like im completely submissive one,sadness
think im going go play larry feel awkward singing instead admitted,sadness
apologize ppl dragged along see feel shamed img src rte emoticon smile embaressed,sadness
feel job give tool need successful person,joy
truly feel disillusioned world year believing helping others getting immense joy,sadness
im feeling gloomy,sadness
im still feeling indecisive im polling yall p,fear
feel horribly insecure,fear
hard core problem tell people feel sympathetic consequently feel obligated try help,love
feel divine strong,joy
hope feeling fine well wanna say happy birthday realize dream always happy perfect person deserves best,joy
feel inner conflict sense duty desire play entertained thought sex,joy
feel nervous walking outside,fear
felt continue feel absolutely horrible flew great distance spent money hotel naught,sadness
feel resentful hurt much also grateful said including disco swimming even taking stair,anger
figure enough radio appearance increase chance get good someday anticipation feel though doomed eternal repetition futile,sadness
reading rather unpleasant plane ride day didnt feel like reading unpleasant thing skipped uruk hai entirely full reading experience come back point,sadness
feeling heartbroken time nothing stupid boy wasnt worth,sadness
feel know well enough know tolerated,joy
feeling pretty homesick maine,sadness
ill darned feel shamed caring blogging community,sadness
feel ashamed wasted year life partying wasting time,sadness
find unloving unkind body make u feel like punished something,sadness
feel unfortunate community little week evaluate solution prior drastic way stop proposal coming vote public work,sadness
feel inspired make christmas present im giving away,joy
woke feeling positive totally mood evening feel banana shake breakfast chocolate shake dinner sunday roast tea,joy
went feeling little hostile felt like didnt really care,anger
know feel tortured reading,anger
im feeling distracted likewise attracted thing let know thing cant let go youre waiting,anger
im trying better spending feel deprived,sadness
feel impatient final post four week tangible result far exciting see far philip reaura go term firming smoothing,anger
feel even though blogger popular within one clique twice amount people jealous success chooses kiss butt fit triple disrespect pompous notoriety,joy
im starting feel bit jaded,sadness
feel moronic lot thing said people name progress new ism espouse,sadness
told feeling anxious turning thirty,fear
want feel much pain suffering last year,sadness
longer summer vacation like school summer still feeling relaxation carefree,joy
feel ok lol,joy
came home one day discovered sister borrowed car gotten accident entire front bumper destroyed,anger
feel dirty cheap talking going far,sadness
show partner feel afraid feel,fear
im particular id feel uncomfortable even asserting ive ever love,fear
dont know feel disheartened,sadness
feel compassionate gentle understanding human result trial,love
feel lot bid put work get beaten price price alone,sadness
feel amused hear neighbour use word muze instead mujhe hey kay becomes zay kay,joy
wake already feeling listless leaving work early every day past week,sadness
feel kind embarrassed writing ladybits must gotten frozen something swim felt like numb didnt thaw good mile,sadness
find feeling distraught getting older stressed impending responsibility ensue generally content little bit repressed anger make appearance instigated,fear
feel absolutely amazed unfolding story life,surprise
seen two year spending sun filled day aussie open followed dumpling chinatown lemonade leafy beer garden feeling like stepped back time labour vain brunswick street attending backyard barbecue visiting edinburgh garden aussie day,sadness
met friend watch hockey game headed local pub called pig duke ate parmesan truffle wing sure feel prawn lollipop delicious terrible name,joy
im today looking bank account morning feeling shocked,surprise
feel greedy worldly thing big deal,anger
worried would feel homesick,sadness
feeling grouchy old man mentioned retail therapy great,anger
feel like heartless kingdom heart really stock character born without feeling watch enviously normal people laugh cry love feel thing,anger
feel disheartened trust people try want get know see think boring anything,sadness
feeling spiteful,anger
feel weird completely nothing,surprise
im sure jeremy feeling quite friendly later luka href http blog,joy
feel positive contribution innovation may still worth considering adjustment economic financial structure whole society improve labor productivity,joy
feel jaded point time,sadness
feel inadequate shut feel cross world,sadness
feel loss chakotay reassured silently approached enveloped hug,joy
feel strength determined motivated workout room,joy
feel enough sleep much vital energy ever taking,joy
feel quite devastated rush away sometimes,sadness
fascinated ebb flow water stood feeling content watching wave,joy
feel lot would accepted emotional side wanted,joy
ive thinking drive fashion pretentious gonna make sound studying fashion design feel kinda vital understand im trying life whole,joy
still feeling numb cant feel chewing swallowing food,sadness
grieve loss feel ashamed little way essential component life well lived get tell someone jesus love,sadness
hate say felt tinge feeling last week watched beloved red sox fall tampa bay devil ray,joy
feel sweet pang desire adventure excitement,love
got feel actor physically talented skilled presentational acting done little research background character wilder,joy
got really fucked last night got really really really fucked load downer bad idea bad idea feel like neurotic mess right cant handle cant handle cant handle,fear
could almost tempted carry photography together worked well feel aching back nervous system persuade remain retired wedding photographer,sadness
feel less keen winston churchill quote really feel less keen winston churchill quote href http www,joy
feel divine presence merge mine,joy
feel embarrassed sometimes even international student pas cant,sadness
group youngster dressed fad talked foul language bus also insulted pedestrian road impolite passenger bus,anger
feel lucky nice able buy lovely resource little one care,joy
feel christmas special ever,joy
would outright tell girl book feel like guy smart clever youve probably already formed sort idea theme idea book wrapped around,joy
wound driving getting butterfly like teenager kissed feeling rotten week expecting call,sadness
feel completely numb emotionless lost,sadness
feel fabulous,joy
feeling fill blank,sadness
get strange feeling even people im friendly im sort intellectual target getting rather annoying,joy
feel faithful isnt enough eye,joy
still feel regretful wish could take back every moment hour ago,sadness
know gay analogy feeling weepy,sadness
im feeling pretty devastated,sadness
feeling excited many blogger follow anxiously bearing ww first week pregnancy,joy
waited line longer usual didnt feel impatient business delayed listened master occurring could service moment,anger
feel weird much psychological safety coming noah providing money,surprise
im feeling somewhat indecisive term alliance,fear
feel team target given valuable experience feedback use constructively help within study future,joy
feel part family universe rather fearful,fear
need rant right feel ignored life friend busy hang fun occasionally get chance plus always seem one organising thing least partially involved,sadness
feel pleased resist till get next four night shift,joy
im totally walking sunshine feeling lighter less burdened excess weight people snicker get bus people would rather stand sit next im reminded much work still,sadness
rushed everywhere family friend often left feeling drained exhausted,sadness
feel like deprived oxygen,sadness
might afraid leave house nurse public commit social engagement wear anything make look worse already feel honor fearless friday invite newbie mom reader something scare,joy
mother heart nearly stopped,fear
expect feel content,joy
began focus scripture good hour ago still feel like rejected woman control feeling abandonment begun subside,sadness
wish every time come away feeling invigorated inspired,joy
want feel inspired job,joy
explain area feel vital successful experience pinpoint plan assess area,joy
feel numb asleep yet every single feeling sharp full pain,sadness
dont eat lot bread find carbohydrate leave feeling groggy expand waistline faster say heck dont jean fit,sadness
feel acceptable better would allowed meet need student targeted way,joy
hi tech color club holiday splendor sally hansen cha ching kiss silver glitter feeling little festive tonight decided,joy
feel nervous,fear
feel acceptable put forth little effort today post,joy
feeling irate,anger
always think violent band violently feeling violent lyric musically violent,anger
feel really contented listening song,joy
spent expected went u last summer feel burdened work lessen financial burden parent,sadness
shared trusted friend feeling towards another respected friend,joy
feel like low life mooching everyone,sadness
feel like house constantly messy feel like always cleaning,sadness
feel emotional attachment work simply feel anyone else,sadness
feel like ive never felt lonely depressed unhappy life still smile maintain good mood school,sadness
taking alot xanax lately mixing med together feel mellow enough deal world,joy
im feeling frantic yet instead going make sleep teddy,fear
feel like blank slate lead ton possibility get really excited,sadness
social dreaming thing make feel melancholy,sadness
feel gloomy age,sadness
also feel stubborn,anger
feel clever caption making im quite feeling well enough provide one,joy
went feeling supportive kind compassionate towards person wanting lash though blocked clearly experience,love
thinking post wrote earlier mulling memory brought surface tossing around head began feel gentle tug little nudge deep began vibrate morph something solid,love
might feel bit proud one left wrist turbillion watch made hong kong,joy
im sure oft feel ignored summer planting weeding harvesting occupied heart hand mind,sadness
feel exhausted get workout,sadness
feeling generous let assume former marlin equal production season,love
feel cop unfortunate sad,sadness
feeling dangerous wimbledon width,anger
pulled blanket bed really feeling rather gloomy,sadness
feel vulnerable yet protective,fear
forgive accepted allowed feel superior see perceive someone worshiping progress instead realising defeating whole point process within,joy
ive feeling really defeated reason,sadness
feel readership severely damaged point take long time build back,sadness
feel extremely blessed lucky company belief enough let cut hour thankful reader reading say,love
trying understand feeling ignored,sadness
never ever thought blogging book mainly think blog something feel passionate thats book,joy
felt true forgiveness come feel longer victimized heal within,sadness
always negative perception asked getting pregnant misscariage always walked away conversation feeling somewhat offended,anger
wanted follow set food rule feel amazing party hard suffer consequence,surprise
feel lot pressure determined finish visit sister may clear conscience,joy
feel overwhelmed thinking,surprise
feel assaulted hear radio ad,fear
ive worked plenty yet find one leaf feeling satisfied way ive spent another day never get back,joy
never actually felt sense suspense springer obviously trying build reference religious programming nothing book build suspense nothing could see made feel uptight worried anxious character,fear
feel like letdown feel like allow hurt,sadness
im home feel cold seeped arm leg,anger
feel honoured humbled co he legend one still look,joy
inquire incheswhyinches people relocating drove feel security precious metal,joy
always feel worthwhile soon step foot stadium wherever might world feel home,joy
im feeling awfully irritated worried good reason,anger
feel reluctant leave,fear
feel much energetic generally im sleeping better wife,joy
remember feeling deeply disappointed,sadness
sometime back another girl term exboyfriend came shout twelve midnight thought still interested boy,anger
feel loop missed alot catching,sadness
however tell hurt humiliated feel wonderful afterwards,joy
reading old message knight feeling sentimental texted back,sadness
ive gone stage nervousness sheer terror feeling relaxed excited,joy
feel joyful feeble,joy
feel like garbage cant think thankful right hurt badly,joy
feel rude take someone photo rather feel awkward asking take photo,anger
expected rather sickly coconut give nice tropical feel disappointed two,sadness
genuinely say bottom heart feel absolutely thankful,joy
feel like want make something house messy still finishing christmas gift knitting,sadness
feel dumb talking feel like whiny emo teenager many problem far love temporary boyfriend,sadness
feeling cranky today due getting enough sleep due unexpected long outing yesterday night,anger
see strong bright meet milestone week early feel assured gut always right,joy
really love feeling scared,fear
feel rewarded useful valuable anyway,joy
feel disgusted embarrased sad handled situation,anger
feel wimpy complaining taking credit semester know people took credit regularly man suck,fear
feel sorry people work capital intensive field posted href http zackmdavis,sadness
feel pulse lip chase dragon suck lip heart tongue wish begging part finger translate sorrow reach inside soul angered breath mercy story unfold,anger
feeling calm luckily shocked mind thinking get standby matter outcome result,joy
pray eye read mind comprehend heart feel offended,anger
still feeling joyful rest peace nothing nothing nothing stop,joy
feel like child yet could see giving carefree way lestat,joy
get feeling kid hated senior year gonna,sadness
hang leave feeling energized happy,joy
feel trace disgrace gracious man embracing bracelet,love
drove pay snack looking wearily feeling dazed happened felt confidence unusual rare,surprise
feel really joyful img src http,joy
feeling sort anxious sure,fear
healing still feeling shaky time managed get finish work week,fear
feeling energetic strong,joy
want share feeling want feel humiliated,sadness
feel derp innocent go lrt train always packed last time rode like year ago,joy
im feeling slightly optimistic,joy
feel radiant morning,joy
feel know god real loving feel air tight reason notion kind sense would make blame misfortune befall u fact jesus warns tribulation world,love
didnt know feel boring though im happy made new blog linked happywarmworld,sadness
heartsick feeling overly romantic dont even feel like ive made connection like,love
ended perfect studio walk feel aggravated yes bizarre,anger
suppose magazine presenting practical tip reader editor feel need spice article order make seem boring,sadness
cry feeling shitty cry dad made fun sick haha kid happened many time good fun cry thats adverse situation,sadness
feel like ive entered weird universe really grateful,fear
think nicely sum feeling talking much artistic pursuit,joy
need find way feel pretty,joy
see form havent yet feel agitated,anger
feel bad bagel day accidentally jalapeno bagel,sadness
ive somewhat difficult time trying find something feel thankful,joy
started feeling nervous thinking id planned feed younger teen,fear
begin feel uncomfortable internally feeling nauseous light headed experienced shortness breath,fear
want feel loved cherished someone,love
needed plan get rid feeling totally taking everything totally distracted work everything trying free time evening project taking life fact totally feel burnt,anger
feel resentful giver,anger
celebrate year feel supporting history behind traditional holiday based ugly stuff least lot case lot stuff believe support,love
feeling defeated like couldnt continue reluctantly asked epidural,sadness
ive predicted angle win im feeling slightly less grumpy wrote let say gallows win clean keep thing tight,anger
felt next step dont want doubtful feel dumb keeping hope much money come short time,sadness
love community death sometimes feel time arent supportive,love
left tonight feeling hopeful future orphan crisis country,joy
sing confident feel still get little nervous opening night,fear
feel really cute pirate girl somewhat cute landlubber man sort,joy
decided try zipline picnic grove since feeling bit adventurous day,joy
know wrong feel ugly,sadness
learn express feeling way acceptable,joy
feel people know fish properly therefore popular,joy
found feeling jealous though,anger
feeling horse cooped determined got even little stretch weather going see every horse got chance get outside,joy
im excited get home spend time everyone please feel free email call text let know youre available dinner coffee anything,joy
feel clearer joyful alive,joy
feeling adventurous,joy
left integrity dignity intact feeling pissed,anger
known letting thing go im feeling good,joy
felt doubtful image popped mind dealing big knot shoelace feeling frustrated,anger
im feeling boring,sadness
ill feel troubled trivial matter,sadness
told never wanted rot hell time wished less stupid clumsy never ever feel unhappy,sadness
use emoticon would awkward writing feeling amused writing right opposed xd,joy
feel like ive lost everything everyone,sadness
feel really wronged commodore,anger
however feel loss officer nicholsons life tragic death young mother whose murder started whole scenario motion,sadness
feel like death think feeling like death make compassionate psychologist,love
feel like bit rushed,anger
feeling adventurous took stair,joy
feel guilty everything use feel worried bad officer,sadness
wear shirt feel artistic artistic look artistic yes son,joy
im sure know feeling cant bothered feel poo,anger
dont mean id like chicken feeling insecure maybe doubting fact able run km tomorrow,fear
feel though art romantic comedy deteriorated late drawn movie like sabrina notting hill love actually,love
